ticker,exchange,assetType,priceCurrency,startDate,endDate
ALTE,NASDAQ,Stock,USD,,
ALTEX,NMFQS,Mutual Fund,USD,2007-10-30,2020-09-03
ALTFX,NMFQS,Mutual Fund,USD,1996-01-16,2020-09-03
ALTG,NYSE,Stock,USD,2019-04-25,2020-09-03
ALTG-WS,NYSE,Stock,USD,2019-04-26,2020-09-03
ALTGF,OTCGREY,Stock,USD,2019-01-24,2020-09-03
ALTH,NASDAQ,Stock,USD,,
ALTHX,NMFQS,Mutual Fund,USD,1996-06-20,2020-09-03
ALTI,NASDAQ,Stock,USD,1999-07-06,2016-11-17
ALTIX,NMFQS,Mutual Fund,USD,2015-01-02,2017-08-11
ALTKF,OTCGREY,Stock,USD,2001-05-30,2020-01-27
ALTKX,NMFQS,Mutual Fund,USD,2015-01-02,2017-08-11
ALTKY,PINK,Stock,USD,2007-09-14,2020-04-28
ALTL,NYSE ARCA,Stock,USD,2012-09-06,2020-09-03
ALTM,NASDAQ,Stock,USD,2017-05-02,2020-09-03
ALTMW,PINK,Stock,USD,2017-05-01,2020-09-03
ALTN,PINK,Stock,USD,2016-01-06,2020-09-03
ALTPF,PINK,Stock,USD,2017-11-29,2020-09-03
ALTR,NASDAQ,Stock,USD,1988-04-04,2017-10-31
ALTR,NASDAQ,Stock,USD,2017-11-01,2020-09-03
ALTR1,,Stock,USD,,
ALTRX,NMFQS,Mutual Fund,USD,2015-01-02,2017-08-11
ALTS,BATS,ETF,USD,2014-10-09,2020-09-03
ALTSF,OTCGREY,Stock,USD,2007-08-31,2020-09-03
ALTTX,NMFQS,Mutual Fund,USD,,
ALTUF,PINK,Stock,USD,2020-05-13,2020-09-03
ALTUQ,NASDAQ,Stock,USD,2010-01-04,2013-08-30
ALTV,NYSE,Stock,USD,1998-04-28,2015-12-21
ALTVX,NMFQS,Mutual Fund,USD,2008-08-06,2020-09-03
ALTX,PINK,Stock,USD,1995-02-01,2020-09-03
ALTY,NASDAQ,ETF,USD,2015-07-14,2020-09-03
ALTYX,NMFQS,Mutual Fund,USD,2015-01-02,2017-08-11
ALTZX,NMFQS,Mutual Fund,USD,2015-01-02,2017-08-11
ALU,NYSE,Stock,USD,2006-11-30,2016-03-03
ALU1,,Stock,USD,,
ALULF,OTCGREY,Stock,USD,,
ALUS,NYSE,Stock,USD,2010-01-04,2020-09-03
ALUS-U,NYSE,Stock,USD,2019-11-26,2020-09-03
ALUS-WS,NYSE,Stock,USD,2020-01-10,2020-09-03
ALUS1,NASDAQ,Stock,USD,,
ALV,NYSE,Stock,USD,1997-04-28,2020-09-03
ALVAX,NMFQS,Mutual Fund,USD,2010-05-17,2020-09-03
ALVCX,NMFQS,Mutual Fund,USD,2010-09-01,2020-09-03
ALVDX,NMFQS,Mutual Fund,USD,2014-01-02,2020-09-03
ALVGX,NMFQS,Mutual Fund,USD,2017-04-10,2020-09-03
ALVIX,NMFQS,Mutual Fund,USD,1999-07-23,2020-09-03
ALVLF,OTCGREY,Stock,USD,2020-07-02,2020-09-03
ALVLF,OTCGREY,Stock,USD,2016-02-11,2020-07-01
ALVNF,PINK,Stock,USD,2020-02-10,2020-09-03
ALVOF,OTCQX,Stock,USD,2013-12-12,2020-09-03
ALVOX,NMFQS,Mutual Fund,USD,1995-01-26,2020-09-03
ALVR,NASDAQ,Stock,USD,2020-07-30,2020-09-03
ALVRQ,PINK,Stock,USD,2016-01-04,2020-09-03
ALVRX,NMFQS,Mutual Fund,USD,2003-08-29,2020-09-03
ALVSX,NMFQS,Mutual Fund,USD,2001-08-10,2020-09-03
ALVTX,NMFQS,Mutual Fund,USD,,
ALVVF,PINK,Stock,USD,2015-09-08,2020-09-03
ALX,NYSE,Stock,USD,1984-07-19,2020-09-03
ALX:AU,PINK,Stock,USD,2010-03-10,2020-05-14
ALXA,NASDAQ,Stock,USD,2016-01-04,2016-06-21
ALXDF,OTCQB,Stock,USD,2016-01-11,2019-08-02
ALXEF,PINK,Stock,USD,2015-10-02,2020-09-03
ALXN,NASDAQ,Stock,USD,1996-02-28,2020-09-03
ALXO,NASDAQ,Stock,USD,2020-07-17,2020-09-03
ALXXF,OTCGREY,Stock,USD,2013-12-10,2020-09-03
ALY,NYSE,Stock,USD,2007-03-22,2011-02-22
ALYA,NASDAQ,Stock,USD,2018-11-02,2020-09-03
ALYBX,NMFQS,Mutual Fund,USD,2000-01-03,2017-05-02
ALYE,PINK,Stock,USD,2001-01-02,2020-09-03
ALYED,OTCBB,Stock,USD,2001-01-02,2018-09-04
ALYEX,NMFQS,Mutual Fund,USD,2017-04-10,2018-07-30
ALYI,PINK,Stock,USD,2003-03-14,2020-09-03
ALYIX,NMFQS,Mutual Fund,USD,2017-04-13,2020-01-24
ALYNQ,NASDAQ,Stock,USD,,
ALYNX,NMFQS,Mutual Fund,USD,2017-04-10,2020-09-03
ALYS,NASDAQ,Stock,USD,,
ALYSX,NMFQS,Mutual Fund,USD,2014-05-09,2018-04-27
ALZFX,NMFQS,Mutual Fund,USD,2013-01-02,2020-09-03
ALZH,NASDAQ,Stock,USD,,
ALZPF,PINK,Stock,USD,2020-07-06,2020-09-03
AM,NYSE,Stock,USD,2014-11-05,2020-09-03
AM1,,Stock,USD,,
AM2,,Stock,USD,,
AMAAX,NMFQS,Mutual Fund,USD,1994-03-28,2020-09-03
AMABX,NMFQS,Mutual Fund,USD,1994-03-28,2019-11-19
AMAC,NASDAQ,Stock,USD,,
AMACX,NMFQS,Mutual Fund,USD,1994-03-28,2020-09-03
AMADF,PINK,Stock,USD,2010-08-11,2020-09-03
AMADX,NMFQS,Mutual Fund,USD,1997-12-15,2020-09-03
AMADY,PINK,Stock,USD,2011-06-06,2020-09-03
AMAG,NASDAQ,Stock,USD,1986-06-12,2020-09-03
AMAGX,NMFQS,Mutual Fund,USD,1994-02-03,2020-09-03
AMAIX,NMFQS,Mutual Fund,USD,2011-12-19,2016-06-29
AMAL,NASDAQ,Stock,USD,2018-08-07,2020-09-03
AMANF,OTCGREY,Stock,USD,2008-01-09,2020-09-03
AMANX,NMFQS,Mutual Fund,USD,1986-06-23,2020-09-03
AMAP,NASDAQ,Stock,USD,,
AMAPX,NMFQS,Mutual Fund,USD,2015-10-12,2020-09-03
AMAR,PINK,Stock,USD,2013-11-04,2020-09-03
AMARQ,NASDAQ,Stock,USD,,
AMAT,NASDAQ,Stock,USD,1984-09-07,2020-09-03
AMAVF,PINK,Stock,USD,2016-01-04,2019-05-31
AMAXX,NMFQS,Mutual Fund,USD,,
AMAYX,NMFQS,Mutual Fund,USD,2016-07-28,2020-09-03
AMAZ,OTCQB,Stock,USD,2012-08-03,2020-09-03
AMBA,NASDAQ,Stock,USD,2012-10-10,2020-09-03
AMBBY,PINK,Stock,USD,2017-07-31,2020-09-03
AMBC,NYSE,Stock,USD,2013-05-01,2020-09-03
AMBC-WS,NYSE,Stock,USD,2013-08-22,2020-09-03
AMBC1,,Stock,USD,,
AMBD,OTCMKTS,Stock,USD,2004-10-19,2020-09-03
AMBEX,NMFQS,Mutual Fund,USD,2008-01-15,2017-08-11
AMBFD,OTCMKTS,Stock,USD,2018-01-08,2018-01-25
AMBFF,PINK,Stock,USD,2006-12-21,2020-09-03
AMBFX,NMFQS,Mutual Fund,USD,2008-08-01,2020-09-03
AMBI,NASDAQ,Stock,USD,,
AMBIX,NMFQS,Mutual Fund,USD,,
AMBK,PINK,Stock,USD,2001-01-02,2020-09-03
AMBKP,PINK,Stock,USD,2010-10-15,2020-09-03
AMBO,NYSE,Stock,USD,2018-06-01,2020-09-03
AMBOY,PINK,Stock,USD,2014-05-19,2018-05-31
AMBR,NYSE,Stock,USD,2014-03-21,2019-07-29
AMBS,PINK,Stock,USD,2010-09-10,2020-09-03
AMBTQ,NASDAQ,Stock,USD,2016-01-12,2018-06-18
AMBUY,OTCMKTS,Stock,USD,,
AMBZ,OTCQX,Stock,USD,1999-11-30,2020-09-03
AMC,NYSE,Stock,USD,2013-12-18,2020-09-03
AMC1,NYSE,Stock,USD,,
AMCA,NASDAQ,ETF,USD,2017-08-11,2020-09-03
AMCBF,PINK,Stock,USD,2016-01-07,2018-07-20
AMCC,NASDAQ,Stock,USD,2001-01-02,2017-02-03
AMCCF,PINK,Stock,USD,2019-06-28,2020-09-03
AMCCX,NMFQS,Mutual Fund,USD,2010-09-01,2020-09-03
AMCF,PINK,Stock,USD,2010-01-26,2020-09-03
AMCFX,NMFQS,Mutual Fund,USD,2008-08-01,2020-09-03
AMCGX,NMFQS,Mutual Fund,USD,1996-06-20,2020-09-03
AMCI,NASDAQ,Stock,USD,2019-01-23,2020-09-03
AMCIU,NASDAQ,Stock,USD,2018-11-16,2020-09-03
AMCIW,NASDAQ,Stock,USD,2019-01-24,2020-09-03
AMCIX,NMFQS,Mutual Fund,USD,1995-07-12,2020-06-26
AMCMX,NMFQS,Mutual Fund,USD,2007-11-02,2018-11-12
AMCN1,NASDAQ,Stock,USD,,
AMCO,PINK,Stock,USD,2008-07-24,2020-02-13
AMCP,NASDAQ,Stock,USD,,
AMCPX,NMFQS,Mutual Fund,USD,1967-05-31,2020-09-03
AMCR,NYSE,Stock,USD,2019-06-11,2020-09-03
AMCRF,PINK,Stock,USD,2007-10-24,2019-06-19
AMCRY,PINK,Stock,USD,2007-07-13,2019-06-12
AMCS,NASDAQ,Stock,USD,,
AMCSX,NMFQS,Mutual Fund,USD,2007-07-02,2020-09-03
AMCT,OTCQB,Stock,USD,2017-09-25,2020-09-03
AMCUF,OTCMKTS,Stock,USD,2017-09-27,2020-09-03
AMCUX,NMFQS,Mutual Fund,USD,2010-08-05,2015-11-25
AMCV,NASDAQ,Stock,USD,,
AMCX,NASDAQ,Stock,USD,2011-06-16,2020-09-03
AMCXX,NMFQS,Mutual Fund,USD,,
AMCY,PINK,Stock,USD,2017-10-27,2020-09-03
AMCYX,NMFQS,Mutual Fund,USD,2008-10-02,2020-09-03
AMCZF,OTCGREY,Stock,USD,2005-08-09,2019-07-17
AMCZX,NMFQS,Mutual Fund,USD,2016-01-04,2020-09-03
AMD,NASDAQ,Stock,USD,1983-03-21,2020-09-03
AMDAX,NMFQS,Mutual Fund,USD,2000-02-10,2020-06-30
AMDCX,NMFQS,Mutual Fund,USD,2000-05-23,2020-06-30
AMDDW,PINK,Stock,USD,2018-05-10,2020-09-03
AMDEX,NMFQS,Mutual Fund,USD,1999-06-07,2020-06-30
AMDHF,OTCMKTS,Stock,USD,2006-12-04,2020-09-03
AMDIX,NMFQS,Mutual Fund,USD,2004-07-02,2015-11-20
AMDLY,OTCGREY,Stock,USD,2016-01-08,2020-09-03
AMDRX,NMFQS,Mutual Fund,USD,2018-03-02,2020-09-03
AMDSX,NMFQS,Mutual Fund,USD,2010-03-03,2017-08-11
AMDTX,NMFQS,Mutual Fund,USD,,
AMDUF,PINK,Stock,USD,2020-03-24,2020-09-03
AMDV,,ETF,USD,,
AMDVX,NMFQS,Mutual Fund,USD,2014-01-02,2020-09-03
AMDWF,PINK,Stock,USD,2010-04-12,2020-09-03
AMDWX,NMFQS,Mutual Fund,USD,2009-09-29,2020-09-03
AME,NYSE,Stock,USD,1984-07-19,2020-09-03
AMECX,NMFQS,Mutual Fund,USD,1970-12-31,2020-09-03
AMED,NASDAQ,Stock,USD,1994-08-18,2020-09-03
AMEFF,OTCQB,Stock,USD,2018-07-30,2020-09-03
AMEFX,NMFQS,Mutual Fund,USD,2008-08-01,2020-09-03
AMEH,NASDAQ,Stock,USD,2000-01-13,2020-09-03
AMEIX,NMFQS,Mutual Fund,USD,1997-12-31,2020-09-03
AMEN,PINK,Stock,USD,2009-03-06,2020-09-03
AMENX,NMFQS,Mutual Fund,USD,2015-10-01,2018-01-08
AMEP,NASDAQ,Stock,USD,,
AMES,,Stock,USD,,
AMEUF,PINK,Stock,USD,2017-09-25,2020-09-03
AMEV,NASDAQ,Stock,USD,,
AMFAX,NMFQS,Mutual Fund,USD,2010-08-02,2020-09-03
AMFBX,NMFQS,Mutual Fund,USD,2000-03-15,2017-04-10
AMFC,PINK,Stock,USD,2001-01-02,2020-09-03
AMFCX,NMFQS,Mutual Fund,USD,2001-03-15,2020-09-03
AMFEX,NMFQS,Mutual Fund,USD,2018-11-07,2020-09-03
AMFFX,NMFQS,Mutual Fund,USD,2001-03-15,2020-09-03
AMFH,NASDAQ,Stock,USD,,
AMFIQ,NASDAQ,Stock,USD,,
AMFIX,NMFQS,Mutual Fund,USD,2017-08-30,2020-09-03
AMFL,PINK,Stock,USD,2012-03-23,2020-09-03
AMFNX,NMFQS,Mutual Fund,USD,2017-05-01,2020-09-03
AMFPF,OTCGREY,Stock,USD,2003-06-05,2020-09-03
AMFQX,NMFQS,Mutual Fund,USD,2011-12-20,2020-09-03
AMFW,NYSE,Stock,USD,2014-11-13,2017-10-09
AMFZX,NMFQS,Mutual Fund,USD,2011-12-21,2020-09-03
AMG,NYSE,Stock,USD,1997-11-21,2020-09-03
AMGAX,NMFQS,Mutual Fund,USD,1996-12-31,2020-09-03
AMGCX,NMFQS,Mutual Fund,USD,1997-07-31,2020-09-03
AMGDF,PINK,Stock,USD,2015-08-07,2020-09-03
AMGEX,NMFQS,Mutual Fund,USD,1996-06-20,2016-03-18
AMGGF,OTCGREY,Stock,USD,2016-10-17,2019-01-07
AMGI,NASDAQ,Stock,USD,,
AMGIA,,Stock,USD,,
AMGIX,NMFQS,Mutual Fund,USD,1998-01-28,2020-09-03
AMGN,NASDAQ,Stock,USD,1984-09-07,2020-09-03
AMGOX,NMFQS,Mutual Fund,USD,1993-04-30,2020-09-03
AMGP,NYSE,Stock,USD,2017-05-04,2019-03-12
AMGTX,NMFQS,Mutual Fund,USD,,
AMGXF,OTCGREY,Stock,USD,2017-11-24,2020-09-03
AMGXX,NMFQS,Mutual Fund,USD,,
AMGY,PINK,Stock,USD,1997-01-07,2020-09-03
AMH,NYSE,Stock,USD,2013-08-01,2020-09-03
AMH-P-A,NYSE,Stock,USD,2014-09-22,2017-10-02
AMH-P-B,NYSE,Stock,USD,2014-09-22,2017-10-02
AMH-P-C,NYSE,Stock,USD,2014-09-22,2018-04-04
AMH-P-D,NYSE,Stock,USD,2016-05-25,2020-09-03
AMH-P-E,NYSE,Stock,USD,2016-06-22,2020-09-03
AMH-P-F,NYSE,Stock,USD,2017-04-20,2020-09-03
AMH-P-G,NYSE,Stock,USD,2017-07-11,2020-09-03
AMH-P-H,NYSE,Stock,USD,2018-09-13,2020-09-03
AMH1,,Stock,USD,,
AMHC,NASDAQ,Stock,USD,2020-01-10,2020-09-03
AMHCU,NASDAQ,Stock,USD,2019-11-20,2020-09-03
AMHCW,NASDAQ,Stock,USD,2020-01-10,2020-09-03
AMHD,PINK,Stock,USD,1995-03-20,2020-09-03
AMHDD,PINK,Stock,USD,2018-02-23,2018-03-20
AMHFF,OTCGREY,Stock,USD,2012-08-21,2020-09-03
AMHG,PINK,Stock,USD,2020-08-18,2020-09-03
AMHI,,Stock,USD,,
AMHIX,NMFQS,Mutual Fund,USD,1994-09-26,2020-09-03
AMHLF,PINK,Stock,USD,,
AMHNE,,Stock,USD,,
AMHPF,OTCQB,Stock,USD,2009-03-17,2020-09-03
AMHRP,PINK,Stock,USD,2018-09-13,2018-09-21
AMHV,PINK,Stock,USD,2016-01-04,2020-09-03
AMHYX,NMFQS,Mutual Fund,USD,1986-01-02,2020-09-03
AMI,,Stock,USD,,
AMIAX,NMFQS,Mutual Fund,USD,1995-01-03,2017-01-20
AMIBX,NMFQS,Mutual Fund,USD,1995-01-04,2017-01-20
AMIC,NASDAQ,Stock,USD,2016-01-04,2016-09-01
AMICX,NMFQS,Mutual Fund,USD,1995-01-03,2017-01-20
AMID,NYSE,Stock,USD,2011-07-27,2019-07-22
AMIDX,NMFQS,Mutual Fund,USD,2014-01-02,2020-09-03
AMIEQ,NASDAQ,Stock,USD,2011-04-13,2016-04-01
AMIGF,PINK,Stock,USD,2007-01-10,2020-09-03
AMIGX,NMFQS,Mutual Fund,USD,2014-01-02,2020-09-03
AMIGY,PINK,Stock,USD,2009-09-14,2020-09-03
AMIH,PINK,Stock,USD,2009-05-20,2020-09-03
AMIIQ,,Stock,USD,,
AMIN,PINK,Stock,USD,2001-05-17,2020-09-03
AMINX,NMFQS,Mutual Fund,USD,2014-01-02,2020-09-03
AMIPF,OTCGREY,Stock,USD,,
AMIPX,NMFQS,Mutual Fund,USD,2016-01-05,2020-09-03
AMIQF,OTCGREY,Stock,USD,2001-06-01,2020-09-03
AMIS,,Stock,USD,,
AMIUF,PINK,Stock,USD,2019-05-09,2020-09-03
AMIVF,OTCGREY,Stock,USD,2017-09-29,2020-09-03
AMJ,NYSE ARCA,ETF,USD,2009-04-02,2020-09-03
AMJAX,NMFQS,Mutual Fund,USD,2014-12-03,2020-09-03
AMJCX,NMFQS,Mutual Fund,USD,2014-12-03,2020-09-03
AMJGX,NMFQS,Mutual Fund,USD,2017-04-13,2020-09-03
AMJIX,NMFQS,Mutual Fund,USD,2014-12-03,2020-09-03
AMJL,NYSE ARCA,ETF,USD,2016-05-18,2020-03-18
AMJRX,NMFQS,Mutual Fund,USD,2014-12-03,2020-09-03
AMJVX,NMFQS,Mutual Fund,USD,2014-12-03,2020-09-03
AMJWX,NMFQS,Mutual Fund,USD,2014-12-03,2020-09-03
AMJYX,NMFQS,Mutual Fund,USD,2017-04-10,2020-09-03
AMK,NYSE,Stock,USD,2019-07-18,2020-09-03
AMK1,NYSE,Stock,USD,,
AMKAF,PINK,Stock,USD,2008-11-03,2020-09-03
AMKAX,NMFQS,Mutual Fund,USD,2004-05-03,2020-05-15
AMKBF,PINK,Stock,USD,2008-10-28,2020-09-03
AMKBX,NMFQS,Mutual Fund,USD,2004-05-03,2018-01-26
AMKBY,PINK,Stock,USD,2012-02-16,2020-09-03
AMKCX,NMFQS,Mutual Fund,USD,2004-04-30,2020-05-15
AMKIX,NMFQS,Mutual Fund,USD,1999-01-28,2020-09-03
AMKR,NASDAQ,Stock,USD,1998-05-01,2020-09-03
AMKRX,NMFQS,Mutual Fund,USD,2004-05-03,2020-05-15
AMKSX,NMFQS,Mutual Fund,USD,2009-09-25,2020-05-15
AMKYF,OTCGREY,Stock,USD,2017-12-13,2020-09-03
AML,NYSE,Stock,USD,,
AMLC,PINK,Stock,USD,2017-11-08,2020-09-03
AMLCX,NMFQS,Mutual Fund,USD,2008-11-03,2020-09-03
AMLH,PINK,Stock,USD,2002-07-30,2020-09-03
AMLIX,NMFQS,Mutual Fund,USD,2004-05-03,2020-05-15
AMLJ,,Stock,USD,,
AMLLF,PINK,Stock,USD,2007-07-27,2020-09-03
AMLM,PINK,Stock,USD,2009-09-08,2020-09-03
AMLN,NASDAQ,Stock,USD,,
AMLP,NYSE ARCA,ETF,USD,2010-08-25,2020-09-03
AMLPX,NMFQS,Mutual Fund,USD,2011-02-22,2020-09-03
AMLSX,NMFQS,Mutual Fund,USD,2017-04-04,2020-05-15
AMLTF,PINK,Stock,USD,2007-07-31,2020-09-03
AMLX,BATS,ETF,USD,2017-06-01,2018-04-19
AMLYY,PINK,Stock,USD,2007-11-14,2020-09-03
AMLZF,PINK,Stock,USD,2017-10-09,2020-09-03
AMMAX,NMFQS,Mutual Fund,USD,2014-12-04,2020-09-03
AMMB,,Stock,USD,,
AMMCF,PINK,Stock,USD,2016-01-08,2020-09-03
AMMCX,NMFQS,Mutual Fund,USD,2014-05-15,2018-11-12
AMMD,NASDAQ,Stock,USD,,
AMMHF,OTCMKTS,Stock,USD,2013-05-07,2020-09-03
AMMIX,NMFQS,Mutual Fund,USD,2019-06-14,2020-09-03
AMMJ,OTCQB,Stock,USD,2009-10-15,2020-09-03
AMMOX,NMFQS,Mutual Fund,USD,,
AMMTX,NMFQS,Mutual Fund,USD,,
AMMVX,NMFQS,Mutual Fund,USD,2019-06-14,2020-09-03
AMMX,OTCQB,Stock,USD,2000-11-14,2020-09-03
AMMXX,NMFQS,Mutual Fund,USD,,
AMN,NYSE,Stock,USD,2001-11-13,2020-09-03
AMN1,,Stock,USD,,
AMNA,NYSE ARCA,Stock,USD,2020-06-22,2020-09-03
AMNAX,NMFQS,Mutual Fund,USD,1993-06-25,2020-09-03
AMNB,NASDAQ,Stock,USD,1999-04-13,2020-09-03
AMNBX,NMFQS,Mutual Fund,USD,1993-06-25,2019-11-19
AMNC,PINK,Stock,USD,2017-10-30,2020-09-03
AMNCB,OTCBB,Stock,USD,2014-04-24,2020-09-03
AMNCX,NMFQS,Mutual Fund,USD,1993-06-18,2020-09-03
AMND,NYSE,Stock,USD,2020-07-16,2020-09-03
AMNE,OTCMKTS,Stock,USD,2017-09-22,2020-09-03
AMNF,PINK,Stock,USD,2007-07-13,2020-09-03
AMNIX,NMFQS,Mutual Fund,USD,,
AMNL,OTCQB,Stock,USD,2005-01-03,2020-09-03
AMNP,PINK,Stock,USD,2009-10-28,2020-09-03
AMNT,NYSE,Stock,USD,,
AMNTF,OTCGREY,Stock,USD,,
AMNVX,NMFQS,Mutual Fund,USD,,
AMNW,PINK,Stock,USD,2017-11-28,2019-05-15
AMNZF,PINK,Stock,USD,2007-02-12,2020-09-03
AMOCF,OTCGREY,Stock,USD,2019-05-08,2020-08-12
AMOM,NYSE ARCA,ETF,USD,2019-05-21,2020-09-03
AMOMX,NMFQS,Mutual Fund,USD,2009-07-09,2020-09-03
AMONX,NMFQS,Mutual Fund,USD,2013-01-02,2020-09-03
AMOO,PINK,Stock,USD,2017-10-11,2020-07-23
AMOSF,PINK,Stock,USD,2020-03-23,2020-09-03
AMOT,NASDAQ,Stock,USD,1992-02-25,2020-09-03
AMOUF,OTCGREY,Stock,USD,,
AMOV,NYSE,Stock,USD,2001-02-07,2020-09-03
AMOVF,PINK,Stock,USD,2017-09-29,2020-09-03
AMP,NYSE,Stock,USD,2005-09-15,2020-09-03
AMP1,,Stock,USD,,
AMPAX,NMFQS,Mutual Fund,USD,2006-02-28,2020-09-03
AMPBX,NMFQS,Mutual Fund,USD,2000-03-15,2017-04-10
AMPCF,OTCGREY,Stock,USD,,
AMPCX,NMFQS,Mutual Fund,USD,2001-03-15,2020-09-03
AMPE,NYSE,Stock,USD,2010-03-31,2020-09-03
AMPFX,NMFQS,Mutual Fund,USD,2001-03-15,2020-09-03
AMPG,OTCQB,Stock,USD,1995-03-20,2020-09-03
AMPH,NASDAQ,Stock,USD,2014-06-25,2020-09-03
AMPH1,NASDAQ,Stock,USD,,
AMPL,OTCMKTS,Stock,USD,,
AMPLQ,OTCMKTS,Stock,USD,2016-01-22,2019-06-26
AMPPF,OTCGREY,Stock,USD,,
AMPS,NYSE ARCA,ETF,USD,2012-02-22,2015-08-21
AMPXQ,NASDAQ,Stock,USD,,
AMPY,NYSE,Stock,USD,2012-04-20,2020-09-03
AMPY,OTCQX,Stock,USD,2017-05-19,2019-08-06
AMPY1,,Stock,USD,,
AMPYW,PINK,Stock,USD,2018-02-21,2020-09-03
AMR,NASDAQ,Stock,USD,,
AMR1,NASDAQ,Stock,USD,2006-12-28,2012-01-04
AMRA,OTCMKTS,Stock,USD,2008-05-07,2020-09-03
AMRAX,NMFQS,Mutual Fund,USD,1996-07-24,2020-09-03
AMRB,NASDAQ,Stock,USD,1999-01-04,2020-09-03
AMRBX,NMFQS,Mutual Fund,USD,1996-11-19,2020-09-03
AMRC,NYSE,Stock,USD,2010-07-22,2020-09-03
AMRCF,OTCGREY,Stock,USD,2008-06-12,2020-09-03
AMRCX,NMFQS,Mutual Fund,USD,1999-04-14,2020-09-03
AMRE,NYSE,Stock,USD,2012-07-27,2015-02-18
AMREX,NMFQS,Mutual Fund,USD,2011-02-24,2020-09-03
AMRFX,NMFQS,Mutual Fund,USD,2008-08-01,2020-09-03
AMRGX,NMFQS,Mutual Fund,USD,1996-06-20,2020-09-03
AMRH,NASDAQ,Stock,USD,2015-06-24,2020-09-03
AMRHW,NASDAQ,Stock,USD,2017-11-17,2020-09-03
AMRHX,NMFQS,Mutual Fund,USD,2011-02-24,2019-01-10
AMRI,NASDAQ,Stock,USD,1999-02-04,2017-09-01
AMRK,NASDAQ,Stock,USD,2014-03-17,2020-09-03
AMRMX,NMFQS,Mutual Fund,USD,1986-01-02,2020-09-03
AMRN,NASDAQ,Stock,USD,1993-04-05,2020-09-03
AMRN1,,Stock,USD,,
AMRNQX,NMFQS,Mutual Fund,USD,,
AMRNRX,NMFQS,Mutual Fund,USD,,
AMRNSX,NMFQS,Mutual Fund,USD,,
AMRNUX,NMFQS,Mutual Fund,USD,,
AMRNWX,NMFQS,Mutual Fund,USD,,
AMRPF,PINK,Stock,USD,2018-11-02,2020-09-03
AMRQQ,PINK,Stock,USD,2018-02-12,2020-06-08
AMRR,PINK,Stock,USD,2017-09-25,2020-09-03
AMRS,NASDAQ,Stock,USD,2010-09-28,2020-09-03
AMRT,PINK,Stock,USD,2007-12-03,2020-09-03
AMRU,PINK,Stock,USD,2016-01-04,2020-09-03
AMRUX,NMFQS,Mutual Fund,USD,2017-04-10,2020-09-03
AMRWF,OTCGREY,Stock,USD,2007-06-29,2020-09-03
AMRWQ,PINK,Stock,USD,2017-04-28,2020-06-08
AMRX,NYSE,Stock,USD,2009-01-15,2020-09-03
AMRZF,OTCGREY,Stock,USD,2016-06-15,2020-09-03
AMS,NYSE MKT,Stock,USD,1984-09-07,2020-09-03
AMSA,PINK,Stock,USD,2007-09-26,2020-09-03
AMSBX,NMFQS,Mutual Fund,USD,2006-11-29,2017-04-10
AMSC,NASDAQ,Stock,USD,1991-12-12,2020-09-03
AMSCX,NMFQS,Mutual Fund,USD,2012-01-03,2015-06-16
AMSE,PINK,Stock,USD,2011-07-15,2019-08-07
AMSF,NASDAQ,Stock,USD,2005-11-18,2020-09-03
AMSF1,NASDAQ,Stock,USD,,
AMSG,NASDAQ,Stock,USD,2016-01-04,2016-12-09
AMSGP,NASDAQ,Stock,USD,2016-01-04,2016-12-09
AMSI,NASDAQ,Stock,USD,,
AMSI1,,Stock,USD,,
AMSIY,PINK,Stock,USD,2016-01-08,2020-09-03
AMSJF,OTCGREY,Stock,USD,2002-02-11,2019-09-26
AMSLF,OTCQB,Stock,USD,2018-01-11,2020-09-03
AMSSY,PINK,Stock,USD,2017-10-30,2020-09-03
AMST,NASDAQ,Stock,USD,,
AMSU,PINK,Stock,USD,2002-10-08,2020-09-03
AMSWA,NASDAQ,Stock,USD,1984-09-07,2020-09-03
AMSY,,Stock,USD,,
AMSYF,PINK,Stock,USD,2016-01-08,2020-09-03
AMT,NYSE,Stock,USD,1998-02-27,2020-09-03
AMT-P-A,NYSE,Stock,USD,1998-02-27,2017-05-12
AMT-P-B,NYSE,Stock,USD,2015-02-26,2018-02-15
AMTA,OTCMKTS,Stock,USD,1990-01-02,2020-09-03
AMTAX,NMFQS,Mutual Fund,USD,2010-03-09,2020-09-03
AMTB,NASDAQ,Stock,USD,2018-08-29,2020-09-03
AMTBB,NASDAQ,Stock,USD,2018-08-29,2020-09-03
AMTCQ,PINK,Stock,USD,2012-05-03,2020-09-03
AMTCX,NMFQS,Mutual Fund,USD,2004-03-01,2020-09-03
AMTD,NASDAQ,Stock,USD,1997-03-04,2020-09-03
AMTG,NYSE,Stock,USD,2011-07-21,2016-09-08
AMTI,NASDAQ,Stock,USD,2020-06-05,2020-09-03
AMTIX,NMFQS,Mutual Fund,USD,2010-03-09,2020-09-03
AMTK1,NASDAQ,Stock,USD,,
AMTKX,NMFQS,Mutual Fund,USD,2010-03-09,2020-09-03
AMTOX,NMFQS,Mutual Fund,USD,2010-03-09,2020-09-03
AMTPQ,PINK,Stock,USD,2016-02-02,2020-09-03
AMTRX,NMFQS,Mutual Fund,USD,2010-03-09,2020-09-03
AMTTX,NMFQS,Mutual Fund,USD,2010-03-09,2020-09-03
